gender,age,school_type,distance_from_home,parental_education,family_support,internet_access,study_hours,attendance,absences,previous_grades,sleep_hours,extracurricular,tutoring,motivation_level,performance
Female,16,Public,Near,None,Medium,Yes,2.8,73.2,6,60.0,6.7,No,Yes,High,Medium
Female,15,Public,Far,Postgraduate,High,No,5.7,89.2,2,94.8,,Yes,Yes,High,High
Female,15,Public,Near,High School,Medium,Yes,8.2,79.5,5,67.9,6.3,No,No,Low,Medium
Female,17,Public,Near,None,Medium,Yes,4.3,64.2,11,100.0,7.8,No,Yes,Medium,Medium
Male,18,Private,Near,High School,Medium,Yes,6.4,56.8,5,70.2,8.7,No,Yes,High,Medium
Male,16,Public,Moderate,High School,Low,Yes,7.1,66.5,13,76.6,5.6,No,Yes,Medium,Medium
Female,16,Private,Near,High School,High,Yes,6.6,100.0,12,89.0,5.6,No,No,High,Medium
Female,15,Public,Moderate,College,Medium,No,4.4,88.7,4,87.2,7.0,No,Yes,High,Medium
Female,15,Public,Near,High School,Low,No,2.8,82.3,2,75.7,4.5,Yes,No,High,Medium
Female,18,Private,Near,None,Medium,Yes,0.6,77.8,6,65.9,6.5,Yes,Yes,High,Medium
Female,18,Public,Moderate,High School,Medium,Yes,4.5,77.0,11,75.7,4.9,No,No,High,Medium
Male,18,Public,Far,College,,Yes,7.4,94.0,4,55.8,8.6,No,No,High,Medium
Male,17,Private,Far,College,High,Yes,2.8,74.1,10,70.3,6.1,Yes,Yes,High,Medium
Male,15,Public,Near,College,Low,Yes,6.4,86.9,11,51.4,9.0,Yes,Yes,Low,Medium
Male,17,Private,Near,College,Medium,Yes,3.1,75.8,3,41.3,8.3,No,Yes,Low,Low
Female,15,Public,Near,High School,High,No,5.2,100.0,3,68.8,6.2,No,No,Medium,Medium
Female,15,Private,Moderate,None,Low,No,6.4,88.9,9,86.9,5.7,Yes,Yes,High,Medium
Male,16,Public,Moderate,High School,High,Yes,3.7,94.9,7,81.9,6.8,Yes,Yes,Medium,Medium
Male,15,Public,Far,College,Low,Yes,5.3,73.0,3,66.8,6.9,Yes,Yes,Low,Medium
Female,15,Public,Far,Postgraduate,High,Yes,4.2,92.7,5,94.2,7.4,Yes,Yes,Medium,Medium
Male,17,Public,Near,College,Medium,No,6.4,76.2,6,59.5,6.1,No,Yes,High,Medium
Female,15,Public,Moderate,None,Medium,Yes,5.5,81.3,0,39.2,7.9,No,No,High,Medium
Female,17,Public,Far,High School,Low,Yes,5.1,99.6,9,35.3,7.3,Yes,No,High,Medium
Female,18,Public,Far,High School,Low,Yes,8.1,67.5,4,50.3,6.6,No,No,Medium,Medium
Male,15,Public,Near,College,Medium,No,6.3,82.4,0,80.2,6.1,No,No,Medium,Medium
Male,15,Public,Near,,Low,No,3.6,85.3,6,58.5,6.8,Yes,No,Medium,Medium
Female,17,Private,Near,Postgraduate,Medium,Yes,4.8,86.2,3,74.9,6.0,No,No,Medium,Medium
Female,18,Public,Near,High School,Medium,No,4.8,74.6,13,92.7,7.1,No,No,Medium,Medium
Male,16,Public,Near,Postgraduate,,Yes,5.2,100.0,4,51.5,7.1,No,No,Medium,Medium
Female,18,Public,Near,College,High,Yes,10.0,64.5,2,75.2,7.3,Yes,No,Low,High
Male,17,Public,Moderate,College,High,No,5.7,97.5,8,76.1,9.1,No,No,Medium,Medium
Female,18,Private,Near,College,Medium,No,0.9,94.6,3,55.1,6.8,Yes,Yes,Low,Low
Male,17,Public,Near,College,Medium,Yes,3.9,100.0,3,88.3,8.2,Yes,Yes,Low,Medium
Female,17,Private,Near,College,Medium,Yes,1.1,60.9,8,63.7,7.3,Yes,Yes,Medium,Low
Male,16,Public,Far,College,Medium,No,4.3,69.6,2,62.2,6.7,Yes,No,Low,Low
Male,15,Private,Far,College,High,No,1.0,97.9,0,99.7,6.9,Yes,Yes,Medium,Medium
Male,17,Public,Moderate,Postgraduate,Medium,No,3.3,57.5,13,75.8,6.9,Yes,No,Medium,Low
Male,17,Private,Near,College,Low,Yes,2.0,60.7,8,81.9,7.3,No,No,Medium,Medium
Female,16,Public,Far,College,High,No,5.8,74.1,5,88.3,5.8,No,No,High,Medium
Female,17,Public,Near,Postgraduate,Medium,No,5.0,82.3,6,58.2,5.2,Yes,Yes,Medium,Medium
Male,15,Public,Near,High School,High,Yes,5.6,99.1,8,86.7,7.8,Yes,No,Medium,High
Male,16,Public,Near,None,High,No,4.8,77.8,10,60.5,8.1,No,No,High,Medium
Female,15,Private,Near,College,,Yes,2.2,72.7,3,59.8,7.9,Yes,Yes,Medium,Medium
Female,15,Public,Near,College,Low,Yes,6.0,83.7,7,63.9,7.2,Yes,No,Low,Medium
Female,16,Public,Far,College,Medium,Yes,8.8,85.6,4,58.7,7.9,No,No,Medium,Medium
Male,17,Private,Moderate,High School,Medium,Yes,5.8,85.3,5,80.3,7.9,Yes,Yes,Medium,Medium
Male,15,Public,Near,College,Medium,Yes,4.1,77.9,7,72.0,7.9,Yes,No,Medium,Medium
Female,15,Private,Far,College,High,No,2.1,56.5,6,60.6,6.0,Yes,No,Low,Low
Male,15,Private,Near,None,Medium,Yes,3.2,69.0,9,78.1,5.7,Yes,No,High,Medium
Female,15,Public,Near,College,Medium,Yes,5.9,97.0,8,63.9,6.5,No,No,Low,Low
Male,16,Private,Moderate,College,Low,No,7.1,82.2,0,63.1,7.0,Yes,No,High,High
Female,16,Public,Moderate,High School,High,Yes,5.5,76.1,1,68.7,6.7,Yes,No,High,Medium
Male,18,Public,Near,College,Medium,Yes,6.6,93.4,5,75.0,4.7,No,No,High,Medium
Female,18,Public,Near,College,High,Yes,6.4,66.4,13,73.8,9.1,Yes,Yes,High,Medium
Male,15,Public,Moderate,High School,Medium,Yes,6.0,77.3,3,62.6,6.7,Yes,Yes,Low,Medium
Female,17,Private,Moderate,High School,Medium,Yes,3.7,81.7,5,80.7,7.2,No,Yes,High,Medium
Male,15,Private,Moderate,Postgraduate,High,No,5.3,74.7,4,64.7,8.5,No,No,Low,Medium
Female,17,Public,Near,High School,High,Yes,3.3,81.2,4,58.2,4.2,Yes,Yes,High,Medium
Female,15,Public,Near,,,No,5.0,77.7,7,46.0,6.4,Yes,No,Medium,Medium
Female,18,Private,Near,High School,Medium,Yes,5.7,63.2,12,82.7,6.5,No,No,Medium,Medium
Female,18,Public,Near,College,High,Yes,8.4,82.2,8,68.2,6.6,Yes,No,High,Medium
Female,17,Public,Far,College,,Yes,2.4,64.1,3,71.2,6.8,Yes,Yes,Low,Medium
Female,15,Public,Moderate,College,Low,Yes,6.0,82.0,17,83.7,8.7,Yes,Yes,Low,Low
Male,17,Private,Near,None,High,Yes,8.0,96.5,6,60.8,7.8,Yes,Yes,Medium,Medium
Female,18,Public,Moderate,Postgraduate,Low,Yes,6.5,76.6,4,47.4,8.1,Yes,Yes,High,Medium
Male,15,Private,Moderate,High School,Low,Yes,6.7,65.9,12,69.0,7.1,Yes,No,Medium,Medium
Male,15,Private,Near,High School,Low,Yes,6.2,78.5,4,72.6,5.3,No,No,Medium,Medium
Male,17,Public,Far,College,Medium,Yes,7.6,70.0,13,64.1,4.5,Yes,Yes,High,Medium
Male,16,Public,Far,High School,High,Yes,2.8,87.1,3,90.1,5.2,Yes,No,Low,Medium
Female,17,Private,Moderate,Postgraduate,Medium,Yes,2.2,78.2,12,30.7,7.4,Yes,No,Medium,Low
Female,18,Public,Near,Postgraduate,Medium,No,5.0,100.0,7,84.8,7.0,No,Yes,High,Medium
Female,18,Private,Moderate,High School,Medium,Yes,0.7,94.0,11,79.9,6.7,Yes,No,Medium,Medium
Male,18,Private,Moderate,Postgraduate,High,Yes,7.5,78.2,14,74.9,6.6,Yes,Yes,Medium,High
Male,18,Public,Near,College,Low,Yes,7.4,88.6,1,30.0,9.4,Yes,No,Low,Medium
Male,18,Private,Near,Postgraduate,High,Yes,4.1,75.3,11,87.3,6.0,Yes,No,Low,Medium
Male,16,Private,Far,High School,Medium,No,4.3,80.4,0,52.6,8.1,No,Yes,Low,Medium
Male,15,Private,Near,College,High,Yes,4.9,75.7,2,60.4,7.0,No,No,Medium,Medium
Male,17,Public,Moderate,High School,Low,Yes,5.1,89.2,3,65.4,6.9,Yes,Yes,Low,Medium
Male,17,Public,Moderate,College,High,No,5.3,97.2,8,74.1,8.4,No,No,Medium,Medium
Female,18,Public,Near,None,Medium,Yes,6.1,89.6,6,77.6,8.8,Yes,No,Low,Medium
Female,17,Private,Near,College,Low,Yes,4.7,91.1,5,81.4,6.7,Yes,No,High,Medium
Female,18,Public,Far,High School,High,Yes,6.9,91.1,7,80.2,8.0,Yes,Yes,High,High
Female,16,Private,Near,High School,High,Yes,5.9,86.6,8,71.8,7.4,No,Yes,Medium,Medium
Female,16,Public,Moderate,College,Medium,No,3.8,66.3,9,74.2,7.0,Yes,No,Medium,Medium
Male,15,Public,Moderate,Postgraduate,High,No,7.7,100.0,10,51.6,7.2,Yes,No,High,Medium
Female,16,Public,Moderate,College,Medium,Yes,2.3,100.0,13,56.7,6.2,Yes,No,Medium,Medium
Female,16,Private,Far,Postgraduate,High,No,4.8,77.2,6,81.4,6.6,Yes,Yes,High,Medium
Male,15,Public,Moderate,High School,Medium,Yes,6.9,75.6,4,80.6,6.3,No,No,Low,Medium
Male,17,Public,Near,College,,Yes,3.6,87.3,8,78.9,8.1,No,No,High,Medium
Female,18,Public,Far,,Medium,No,5.6,86.6,1,60.3,6.9,No,Yes,Medium,Medium
Male,18,Private,Moderate,None,Medium,Yes,6.1,77.6,3,81.7,5.4,No,No,Low,Medium
Female,17,Public,Near,College,High,Yes,3.3,65.0,10,50.6,6.1,No,Yes,High,Medium
Female,15,Public,Near,College,Low,Yes,4.9,83.7,6,84.2,4.0,Yes,Yes,High,Medium
Male,17,Private,Far,College,Low,Yes,4.7,86.6,1,64.1,6.4,Yes,Yes,Medium,Medium
Male,16,Private,Near,College,Medium,Yes,3.9,88.7,0,93.3,7.0,Yes,No,High,Medium
Male,15,Private,Moderate,College,High,Yes,9.6,84.2,6,45.2,6.8,Yes,No,Low,Medium
Male,15,Public,Moderate,None,Low,Yes,3.5,76.7,11,94.5,9.4,Yes,No,Medium,Medium
Male,15,Public,Near,High School,Medium,Yes,7.0,91.9,11,62.6,7.7,Yes,Yes,Low,Medium
Female,18,Private,Moderate,College,High,No,4.2,80.8,6,62.3,7.6,Yes,Yes,Low,Low
Male,17,Public,Near,High School,Medium,No,2.8,74.4,14,70.9,5.0,Yes,No,High,Medium
Male,15,Private,Near,None,High,Yes,5.2,77.8,6,57.5,6.6,No,No,Medium,Medium
Male,15,Public,Moderate,High School,High,No,6.3,59.0,5,66.9,6.4,Yes,No,Low,Medium
Female,15,Public,Near,College,Medium,Yes,6.8,77.8,0,56.9,,Yes,Yes,Medium,Medium
Male,17,Public,Moderate,High School,High,Yes,8.1,88.3,4,57.5,6.0,No,No,Low,Medium
Male,18,Public,Far,College,High,Yes,10.9,84.1,9,75.3,4.8,Yes,No,Medium,High
Female,16,Public,Moderate,College,Medium,Yes,5.5,98.2,12,54.5,5.5,Yes,No,Low,Medium
Female,18,Public,Near,High School,Medium,Yes,3.7,76.8,3,56.5,8.0,Yes,No,High,Medium
Male,15,Private,Near,College,High,Yes,5.9,85.8,8,47.4,6.8,No,No,Medium,Medium
Female,18,Public,Moderate,College,Medium,Yes,4.5,89.5,10,60.4,6.4,No,No,Medium,Medium
Male,18,Private,Far,College,High,Yes,6.9,100.0,6,87.7,7.0,No,No,Medium,Medium
Male,16,Private,Far,College,Medium,No,2.4,81.7,0,55.3,8.4,Yes,No,Medium,Low
Male,17,Public,Far,None,Medium,Yes,9.7,67.5,7,57.0,7.0,Yes,Yes,Low,Medium
Male,17,Public,Near,College,,No,6.7,90.2,9,70.9,7.6,Yes,No,Medium,Medium
Female,18,Private,Near,High School,Low,No,1.6,100.0,2,62.4,6.0,No,No,Medium,Medium
Male,18,Public,Moderate,Postgraduate,Low,Yes,3.6,76.1,5,100.0,6.3,No,Yes,High,High
Male,17,Private,Near,College,High,Yes,6.6,90.1,1,65.6,7.4,Yes,No,Low,Medium
Female,17,Private,Near,College,High,Yes,7.4,94.7,0,73.0,9.3,No,No,High,High
Female,16,Private,Far,High School,High,No,2.5,92.2,10,82.2,8.7,Yes,No,Low,Medium
Male,15,Public,Near,High School,Medium,Yes,6.4,81.5,6,81.9,7.7,No,No,Low,Medium
Female,18,Public,Near,High School,High,Yes,1.1,71.6,12,71.5,7.2,No,No,Low,Low
Male,17,Public,Near,College,Medium,Yes,4.8,79.0,9,65.6,8.7,Yes,No,Low,Low
Female,18,Public,Far,High School,High,Yes,7.2,85.5,5,98.4,8.0,No,No,Medium,High
Female,18,Private,Moderate,College,Medium,No,3.9,90.9,6,66.5,4.2,Yes,No,High,Medium
Female,17,Public,Moderate,High School,High,Yes,2.0,84.0,8,61.4,5.7,Yes,No,Low,Low
Male,16,Public,Far,Postgraduate,High,No,5.3,75.4,10,58.3,7.4,No,No,Medium,Medium
Male,18,Private,Near,High School,Medium,Yes,3.8,86.7,7,42.1,4.9,Yes,No,Medium,Medium
Male,16,Public,Moderate,Postgraduate,Medium,Yes,6.3,90.3,10,80.3,5.9,Yes,Yes,Medium,Medium
